index	predictions
3946	neutral
3947	contradiction
3948	contradiction
3949	neutral
3950	contradiction
3951	contradiction
3952	contradiction
3953	contradiction
3954	neutral
3955	neutral
3956	contradiction
3957	entailment
3958	entailment
3959	contradiction
3960	entailment
3961	neutral
3962	contradiction
3963	contradiction
3964	neutral
3965	entailment
3966	neutral
3967	entailment
3968	neutral
3969	neutral
3970	contradiction
3971	neutral
3972	contradiction
3973	neutral
3974	neutral
3975	entailment
3976	entailment
3977	entailment
3978	entailment
3979	entailment
3980	entailment
3981	entailment
3982	contradiction
3983	contradiction
3984	contradiction
3985	contradiction
3986	neutral
3987	contradiction
3988	entailment
3989	neutral
3990	entailment
3991	contradiction
3992	entailment
3993	contradiction
3994	neutral
3995	neutral
3996	contradiction
3997	neutral
3998	entailment
3999	entailment
4000	neutral
4001	contradiction
4002	neutral
4003	contradiction
4004	contradiction
4005	contradiction
4006	neutral
4007	contradiction
4008	entailment
4009	contradiction
4010	neutral
4011	neutral
4012	contradiction
4013	neutral
4014	entailment
4015	neutral
4016	neutral
4017	entailment
4018	neutral
4019	contradiction
4020	contradiction
4021	neutral
4022	neutral
4023	entailment
4024	contradiction
4025	entailment
4026	neutral
4027	contradiction
4028	neutral
4029	neutral
4030	neutral
4031	neutral
4032	entailment
4033	neutral
4034	contradiction
4035	entailment
4036	neutral
4037	contradiction
4038	neutral
4039	entailment
4040	neutral
4041	neutral
4042	neutral
4043	contradiction
4044	contradiction
4045	entailment
4046	entailment
4047	contradiction
4048	contradiction
4049	neutral
4050	neutral
4051	entailment
4052	entailment
4053	neutral
4054	entailment
4055	entailment
4056	entailment
4057	neutral
4058	entailment
4059	neutral
4060	contradiction
4061	neutral
4062	neutral
4063	neutral
4064	entailment
4065	contradiction
4066	neutral
4067	entailment
4068	contradiction
4069	neutral
4070	neutral
4071	entailment
4072	entailment
4073	neutral
4074	contradiction
4075	contradiction
4076	contradiction
4077	entailment
4078	contradiction
4079	contradiction
4080	neutral
4081	neutral
4082	contradiction
4083	neutral
4084	contradiction
4085	contradiction
4086	contradiction
4087	entailment
4088	contradiction
4089	neutral
4090	contradiction
4091	neutral
4092	contradiction
4093	entailment
4094	neutral
4095	contradiction
4096	neutral
4097	entailment
4098	contradiction
4099	neutral
4100	entailment
4101	entailment
4102	neutral
4103	entailment
4104	entailment
4105	contradiction
4106	neutral
4107	contradiction
4108	contradiction
4109	neutral
4110	contradiction
4111	contradiction
4112	entailment
4113	contradiction
4114	contradiction
4115	neutral
4116	entailment
4117	neutral
4118	entailment
4119	contradiction
4120	contradiction
4121	entailment
4122	contradiction
4123	neutral
4124	neutral
4125	entailment
4126	contradiction
4127	neutral
4128	entailment
4129	contradiction
4130	contradiction
4131	entailment
4132	contradiction
4133	neutral
4134	neutral
4135	entailment
4136	entailment
4137	entailment
4138	contradiction
4139	neutral
4140	contradiction
4141	entailment
4142	neutral
4143	contradiction
4144	neutral
4145	neutral
4146	neutral
4147	neutral
4148	contradiction
4149	neutral
4150	contradiction
4151	entailment
4152	entailment
4153	contradiction
4154	entailment
4155	neutral
4156	contradiction
4157	contradiction
4158	contradiction
4159	neutral
4160	contradiction
4161	entailment
4162	entailment
4163	contradiction
4164	neutral
4165	neutral
4166	contradiction
4167	entailment
4168	entailment
4169	contradiction
4170	contradiction
4171	contradiction
4172	neutral
4173	neutral
4174	entailment
4175	neutral
4176	entailment
4177	contradiction
4178	contradiction
4179	contradiction
4180	contradiction
4181	neutral
4182	contradiction
4183	entailment
4184	contradiction
4185	neutral
4186	neutral
4187	contradiction
4188	entailment
4189	entailment
4190	neutral
4191	contradiction
4192	contradiction
4193	entailment
4194	neutral
4195	entailment
4196	neutral
4197	contradiction
4198	contradiction
4199	entailment
4200	contradiction
4201	neutral
4202	contradiction
4203	entailment
4204	neutral
4205	contradiction
4206	contradiction
4207	neutral
4208	entailment
4209	neutral
4210	neutral
4211	entailment
4212	entailment
4213	neutral
4214	contradiction
4215	neutral
4216	contradiction
4217	neutral
4218	contradiction
4219	contradiction
4220	entailment
4221	neutral
4222	contradiction
4223	neutral
4224	neutral
4225	entailment
4226	contradiction
4227	entailment
4228	entailment
4229	contradiction
4230	neutral
4231	contradiction
4232	neutral
4233	entailment
4234	neutral
4235	entailment
4236	contradiction
4237	contradiction
4238	entailment
4239	entailment
4240	entailment
4241	entailment
4242	contradiction
4243	contradiction
4244	contradiction
4245	neutral
4246	entailment
4247	neutral
4248	neutral
4249	neutral
4250	entailment
4251	contradiction
4252	entailment
4253	contradiction
4254	contradiction
4255	contradiction
4256	entailment
4257	contradiction
4258	neutral
4259	contradiction
4260	entailment
4261	contradiction
4262	neutral
4263	entailment
4264	entailment
4265	entailment
4266	contradiction
4267	contradiction
4268	entailment
4269	contradiction
4270	entailment
4271	entailment
4272	neutral
4273	contradiction
4274	contradiction
4275	contradiction
4276	contradiction
4277	contradiction
4278	neutral
4279	entailment
4280	contradiction
4281	neutral
4282	neutral
4283	neutral
4284	neutral
4285	entailment
4286	neutral
4287	entailment
4288	contradiction
4289	neutral
4290	entailment
4291	entailment
4292	neutral
4293	contradiction
4294	contradiction
4295	neutral
4296	entailment
4297	neutral
4298	entailment
4299	contradiction
4300	entailment
4301	contradiction
4302	entailment
4303	contradiction
4304	neutral
4305	entailment
4306	entailment
4307	entailment
4308	contradiction
4309	entailment
4310	entailment
4311	entailment
4312	contradiction
4313	neutral
4314	entailment
4315	contradiction
4316	contradiction
4317	entailment
4318	entailment
4319	contradiction
4320	entailment
4321	neutral
4322	entailment
4323	entailment
4324	entailment
4325	entailment
4326	entailment
4327	entailment
4328	neutral
4329	contradiction
4330	neutral
4331	entailment
4332	entailment
4333	entailment
4334	neutral
4335	neutral
4336	entailment
4337	neutral
4338	neutral
4339	neutral
4340	neutral
4341	neutral
4342	entailment
4343	contradiction
4344	neutral
4345	contradiction
4346	neutral
4347	neutral
4348	entailment
4349	neutral
4350	neutral
4351	contradiction
4352	neutral
4353	contradiction
4354	neutral
4355	neutral
4356	entailment
4357	contradiction
4358	contradiction
4359	contradiction
4360	contradiction
4361	neutral
4362	contradiction
4363	contradiction
4364	entailment
4365	contradiction
4366	entailment
4367	contradiction
4368	contradiction
4369	contradiction
4370	neutral
4371	entailment
4372	neutral
4373	contradiction
4374	contradiction
4375	entailment
4376	entailment
4377	entailment
4378	contradiction
4379	entailment
4380	entailment
4381	neutral
4382	contradiction
4383	neutral
4384	entailment
4385	neutral
4386	neutral
4387	neutral
4388	contradiction
4389	neutral
4390	entailment
4391	neutral
4392	contradiction
4393	contradiction
4394	entailment
4395	entailment
4396	neutral
4397	entailment
4398	neutral
4399	contradiction
4400	entailment
4401	neutral
4402	entailment
4403	neutral
4404	contradiction
4405	neutral
4406	contradiction
4407	entailment
4408	entailment
4409	contradiction
4410	contradiction
4411	contradiction
4412	contradiction
4413	neutral
4414	neutral
4415	neutral
4416	contradiction
4417	contradiction
4418	neutral
4419	entailment
4420	entailment
4421	contradiction
4422	contradiction
4423	contradiction
4424	entailment
4425	neutral
4426	entailment
4427	neutral
4428	neutral
4429	entailment
4430	neutral
4431	neutral
4432	contradiction
4433	entailment
4434	neutral
4435	neutral
4436	contradiction
4437	entailment
4438	contradiction
4439	contradiction
4440	entailment
4441	entailment
4442	entailment
4443	contradiction
4444	entailment
4445	contradiction
4446	contradiction
4447	entailment
4448	contradiction
4449	entailment
4450	entailment
4451	neutral
4452	entailment
4453	entailment
4454	entailment
4455	contradiction
4456	entailment
4457	contradiction
4458	contradiction
4459	contradiction
4460	contradiction
4461	entailment
4462	neutral
4463	contradiction
4464	neutral
4465	contradiction
4466	contradiction
4467	entailment
4468	neutral
4469	neutral
4470	neutral
4471	neutral
4472	entailment
4473	entailment
4474	contradiction
4475	neutral
4476	contradiction
4477	neutral
4478	entailment
4479	entailment
4480	contradiction
4481	entailment
4482	neutral
4483	neutral
4484	neutral
4485	contradiction
4486	neutral
4487	neutral
4488	neutral
4489	entailment
4490	contradiction
4491	contradiction
4492	neutral
4493	entailment
4494	neutral
4495	entailment
4496	entailment
4497	entailment
4498	entailment
4499	neutral
4500	neutral
4501	neutral
4502	neutral
4503	neutral
4504	entailment
4505	neutral
4506	contradiction
4507	entailment
4508	entailment
4509	neutral
4510	neutral
4511	contradiction
4512	contradiction
4513	neutral
4514	entailment
4515	neutral
4516	neutral
4517	entailment
4518	contradiction
4519	entailment
4520	entailment
4521	contradiction
4522	contradiction
4523	neutral
4524	contradiction
4525	entailment
4526	contradiction
4527	entailment
4528	entailment
4529	entailment
4530	neutral
4531	contradiction
4532	entailment
4533	entailment
4534	neutral
4535	contradiction
4536	neutral
4537	neutral
4538	entailment
4539	contradiction
4540	neutral
4541	contradiction
4542	contradiction
4543	entailment
4544	entailment
4545	neutral
4546	contradiction
4547	neutral
4548	neutral
4549	entailment
4550	entailment
4551	neutral
4552	contradiction
4553	contradiction
4554	contradiction
4555	entailment
4556	contradiction
4557	neutral
4558	entailment
4559	entailment
4560	contradiction
4561	neutral
4562	contradiction
4563	contradiction
4564	entailment
4565	entailment
4566	contradiction
4567	neutral
4568	contradiction
4569	entailment
4570	contradiction
4571	entailment
4572	entailment
4573	contradiction
4574	contradiction
4575	neutral
4576	contradiction
4577	contradiction
4578	entailment
4579	entailment
4580	contradiction
4581	neutral
4582	entailment
4583	neutral
4584	entailment
4585	contradiction
4586	entailment
4587	neutral
4588	neutral
4589	neutral
4590	contradiction
4591	neutral
4592	neutral
4593	entailment
4594	contradiction
4595	entailment
4596	entailment
4597	contradiction
4598	neutral
4599	neutral
4600	entailment
4601	contradiction
4602	entailment
4603	entailment
4604	contradiction
4605	entailment
4606	entailment
4607	neutral
4608	neutral
4609	entailment
4610	contradiction
4611	neutral
4612	contradiction
4613	neutral
4614	entailment
4615	contradiction
4616	neutral
4617	entailment
4618	neutral
4619	entailment
4620	contradiction
4621	contradiction
4622	neutral
4623	entailment
4624	contradiction
4625	neutral
4626	contradiction
4627	contradiction
4628	entailment
4629	contradiction
4630	entailment
4631	contradiction
4632	entailment
4633	neutral
4634	contradiction
4635	entailment
4636	contradiction
4637	entailment
4638	neutral
4639	contradiction
4640	entailment
4641	entailment
4642	contradiction
4643	contradiction
4644	contradiction
4645	entailment
4646	contradiction
4647	neutral
4648	neutral
4649	neutral
4650	neutral
4651	contradiction
4652	entailment
4653	neutral
4654	entailment
4655	entailment
4656	entailment
4657	entailment
4658	neutral
4659	contradiction
4660	entailment
4661	neutral
4662	contradiction
4663	contradiction
4664	contradiction
4665	entailment
4666	contradiction
4667	neutral
4668	entailment
4669	entailment
4670	entailment
4671	entailment
4672	entailment
4673	entailment
4674	contradiction
4675	entailment
4676	contradiction
4677	neutral
4678	contradiction
4679	neutral
4680	entailment
4681	neutral
4682	contradiction
4683	contradiction
4684	contradiction
4685	neutral
4686	contradiction
4687	contradiction
4688	neutral
4689	neutral
4690	entailment
4691	contradiction
4692	entailment
4693	contradiction
4694	neutral
4695	contradiction
4696	entailment
4697	contradiction
4698	contradiction
4699	contradiction
4700	neutral
4701	contradiction
4702	contradiction
4703	entailment
4704	entailment
4705	neutral
4706	neutral
4707	contradiction
4708	contradiction
4709	contradiction
4710	entailment
4711	neutral
4712	contradiction
4713	entailment
4714	neutral
4715	neutral
4716	contradiction
4717	neutral
4718	entailment
4719	contradiction
4720	entailment
4721	contradiction
4722	neutral
4723	neutral
4724	neutral
4725	neutral
4726	neutral
4727	neutral
4728	contradiction
4729	entailment
4730	neutral
4731	contradiction
4732	entailment
4733	neutral
4734	contradiction
4735	entailment
4736	neutral
4737	contradiction
4738	entailment
4739	contradiction
4740	entailment
4741	contradiction
4742	neutral
4743	contradiction
4744	entailment
4745	neutral
4746	contradiction
4747	entailment
4748	neutral
4749	entailment
4750	contradiction
4751	entailment
4752	contradiction
4753	entailment
4754	contradiction
4755	contradiction
4756	contradiction
4757	contradiction
4758	neutral
4759	entailment
4760	entailment
4761	entailment
4762	contradiction
4763	contradiction
4764	neutral
4765	entailment
4766	neutral
4767	contradiction
4768	entailment
4769	entailment
4770	contradiction
4771	entailment
4772	contradiction
4773	neutral
4774	entailment
4775	neutral
4776	entailment
4777	neutral
4778	neutral
4779	entailment
4780	contradiction
4781	neutral
4782	entailment
4783	entailment
4784	neutral
4785	entailment
4786	neutral
4787	contradiction
4788	contradiction
4789	neutral
4790	entailment
4791	contradiction
4792	contradiction
4793	contradiction
4794	contradiction
4795	contradiction
4796	contradiction
4797	neutral
4798	entailment
4799	neutral
4800	entailment
4801	contradiction
4802	entailment
4803	entailment
4804	contradiction
4805	neutral
4806	contradiction
4807	contradiction
4808	neutral
4809	contradiction
4810	contradiction
4811	contradiction
4812	entailment
4813	neutral
4814	contradiction
4815	neutral
4816	contradiction
4817	contradiction
4818	neutral
4819	contradiction
4820	neutral
4821	entailment
4822	contradiction
4823	entailment
4824	contradiction
4825	neutral
4826	entailment
4827	neutral
4828	entailment
4829	entailment
4830	contradiction
4831	contradiction
4832	neutral
4833	contradiction
4834	entailment
4835	neutral
4836	contradiction
4837	neutral
4838	entailment
4839	contradiction
4840	contradiction
4841	contradiction
4842	contradiction
4843	entailment
4844	entailment
4845	neutral
4846	entailment
4847	entailment
4848	neutral
4849	entailment
4850	entailment
4851	contradiction
4852	neutral
4853	neutral
4854	contradiction
4855	entailment
4856	neutral
4857	neutral
4858	entailment
4859	entailment
4860	contradiction
4861	entailment
4862	entailment
4863	entailment
4864	contradiction
4865	entailment
4866	contradiction
4867	contradiction
4868	neutral
4869	neutral
4870	entailment
4871	entailment
4872	neutral
4873	neutral
4874	entailment
4875	contradiction
4876	contradiction
4877	neutral
4878	contradiction
4879	contradiction
4880	entailment
4881	entailment
4882	contradiction
4883	entailment
4884	contradiction
4885	neutral
4886	contradiction
4887	contradiction
4888	neutral
4889	entailment
4890	entailment
4891	contradiction
4892	neutral
4893	neutral
4894	contradiction
4895	neutral
4896	entailment
4897	entailment
4898	entailment
4899	contradiction
4900	entailment
4901	contradiction
4902	contradiction
4903	entailment
4904	contradiction
4905	neutral
4906	neutral
4907	contradiction
4908	neutral
4909	neutral
4910	contradiction
4911	neutral
4912	contradiction
4913	entailment
4914	neutral
4915	entailment
4916	entailment
4917	contradiction
4918	contradiction
4919	entailment
4920	entailment
4921	neutral
4922	entailment
4923	entailment
4924	entailment
4925	contradiction
4926	neutral
4927	neutral
4928	entailment
4929	entailment
4930	contradiction
4931	neutral
4932	neutral
4933	entailment
4934	neutral
4935	neutral
4936	neutral
4937	contradiction
4938	entailment
4939	contradiction
4940	entailment
4941	contradiction
4942	entailment
4943	neutral
4944	entailment
4945	neutral
4946	entailment
4947	neutral
4948	entailment
4949	entailment
4950	entailment
4951	entailment
4952	contradiction
4953	contradiction
4954	neutral
4955	entailment
4956	neutral
4957	entailment
4958	neutral
4959	neutral
4960	entailment
4961	entailment
4962	neutral
4963	contradiction
4964	entailment
4965	contradiction
4966	neutral
4967	entailment
4968	entailment
4969	contradiction
4970	entailment
4971	entailment
4972	entailment
4973	neutral
4974	entailment
4975	neutral
4976	neutral
4977	contradiction
4978	entailment
4979	contradiction
4980	neutral
4981	contradiction
4982	contradiction
4983	contradiction
4984	neutral
4985	entailment
4986	entailment
4987	contradiction
4988	contradiction
4989	contradiction
4990	neutral
4991	entailment
4992	neutral
4993	contradiction
4994	contradiction
4995	neutral
4996	entailment
4997	neutral
4998	contradiction
4999	neutral
5000	entailment
5001	neutral
5002	entailment
5003	neutral
5004	neutral
5005	entailment
5006	neutral
5007	neutral
5008	entailment
5009	entailment
5010	entailment
5011	entailment
5012	contradiction
5013	contradiction
5014	entailment
5015	contradiction
5016	entailment
5017	entailment
5018	neutral
5019	neutral
5020	entailment
5021	entailment
5022	contradiction
5023	neutral
5024	neutral
5025	neutral
5026	entailment
5027	neutral
5028	entailment
5029	entailment
5030	contradiction
5031	entailment
5032	neutral
5033	neutral
5034	entailment
5035	entailment
5036	neutral
5037	entailment
5038	neutral
5039	neutral
5040	contradiction
5041	entailment
5042	neutral
5043	neutral
5044	contradiction
5045	entailment
5046	contradiction
5047	entailment
5048	contradiction
5049	neutral
5050	entailment
5051	contradiction
5052	entailment
5053	entailment
5054	neutral
5055	neutral
5056	entailment
5057	contradiction
5058	entailment
5059	entailment
5060	entailment
5061	neutral
5062	contradiction
5063	contradiction
5064	contradiction
5065	entailment
5066	contradiction
5067	entailment
5068	contradiction
5069	neutral
5070	neutral
5071	entailment
5072	entailment
5073	entailment
5074	contradiction
5075	neutral
5076	contradiction
5077	neutral
5078	entailment
5079	entailment
5080	contradiction
5081	contradiction
5082	neutral
5083	contradiction
5084	contradiction
5085	entailment
5086	contradiction
5087	entailment
5088	neutral
5089	entailment
5090	neutral
5091	neutral
5092	neutral
5093	entailment
5094	entailment
5095	contradiction
5096	entailment
5097	neutral
5098	contradiction
5099	entailment
5100	contradiction
5101	entailment
5102	contradiction
5103	entailment
5104	neutral
5105	entailment
5106	contradiction
5107	entailment
5108	entailment
5109	neutral
5110	contradiction
5111	entailment
5112	neutral
5113	neutral
5114	neutral
5115	contradiction
5116	entailment
5117	contradiction
5118	neutral
5119	entailment
5120	neutral
5121	entailment
5122	contradiction
5123	neutral
5124	entailment
5125	contradiction
5126	contradiction
5127	entailment
5128	neutral
5129	neutral
5130	contradiction
5131	neutral
5132	entailment
5133	entailment
5134	contradiction
5135	neutral
5136	entailment
5137	neutral
5138	entailment
5139	neutral
5140	neutral
5141	neutral
5142	neutral
5143	entailment
5144	contradiction
5145	neutral
5146	neutral
5147	neutral
5148	contradiction
5149	neutral
5150	entailment
5151	neutral
5152	contradiction
5153	neutral
5154	neutral
5155	neutral
5156	neutral
5157	entailment
5158	contradiction
5159	neutral
5160	contradiction
5161	neutral
5162	neutral
5163	neutral
5164	contradiction
5165	entailment
5166	contradiction
5167	entailment
5168	entailment
5169	contradiction
5170	contradiction
5171	entailment
5172	entailment
5173	entailment
5174	neutral
5175	contradiction
5176	neutral
5177	contradiction
5178	contradiction
5179	neutral
5180	neutral
5181	neutral
5182	contradiction
5183	entailment
5184	entailment
5185	neutral
5186	neutral
5187	contradiction
5188	neutral
5189	contradiction
5190	entailment
5191	contradiction
5192	neutral
5193	entailment
5194	neutral
5195	contradiction
5196	entailment
5197	entailment
5198	contradiction
5199	neutral
5200	neutral
5201	entailment
5202	neutral
5203	contradiction
5204	entailment
5205	contradiction
5206	entailment
5207	entailment
5208	entailment
5209	entailment
5210	contradiction
5211	entailment
5212	entailment
5213	contradiction
5214	neutral
5215	contradiction
5216	contradiction
5217	entailment
5218	contradiction
5219	neutral
5220	contradiction
5221	entailment
5222	entailment
5223	neutral
5224	contradiction
5225	neutral
5226	contradiction
5227	contradiction
5228	neutral
5229	neutral
5230	entailment
5231	entailment
5232	neutral
5233	contradiction
5234	neutral
5235	entailment
5236	contradiction
5237	neutral
5238	contradiction
5239	neutral
5240	contradiction
5241	contradiction
5242	neutral
5243	contradiction
5244	contradiction
5245	contradiction
5246	contradiction
5247	neutral
5248	entailment
5249	entailment
5250	neutral
5251	entailment
5252	entailment
5253	neutral
5254	entailment
5255	neutral
5256	entailment
5257	neutral
5258	contradiction
5259	entailment
5260	neutral
5261	neutral
5262	entailment
5263	neutral
5264	entailment
5265	entailment
5266	neutral
5267	neutral
5268	entailment
5269	contradiction
5270	entailment
5271	entailment
5272	entailment
5273	neutral
5274	contradiction
5275	contradiction
5276	neutral
5277	entailment
5278	contradiction
5279	contradiction
5280	neutral
5281	contradiction
5282	contradiction
5283	entailment
5284	entailment
5285	entailment
5286	contradiction
5287	contradiction
5288	entailment
5289	neutral
5290	contradiction
5291	contradiction
5292	entailment
5293	neutral
5294	entailment
5295	entailment
5296	contradiction
5297	contradiction
5298	contradiction
5299	neutral
5300	neutral
5301	entailment
5302	neutral
5303	contradiction
5304	entailment
5305	contradiction
5306	neutral
5307	entailment
5308	entailment
5309	entailment
5310	contradiction
5311	neutral
5312	contradiction
5313	neutral
5314	contradiction
5315	entailment
5316	contradiction
5317	neutral
5318	entailment
5319	entailment
5320	contradiction
5321	entailment
5322	entailment
5323	contradiction
5324	entailment
5325	neutral
5326	entailment
5327	contradiction
5328	contradiction
5329	contradiction
5330	contradiction
5331	contradiction
5332	neutral
5333	neutral
5334	entailment
5335	entailment
5336	neutral
5337	contradiction
5338	contradiction
5339	neutral
5340	contradiction
5341	entailment
5342	neutral
5343	contradiction
5344	contradiction
5345	neutral
5346	contradiction
5347	contradiction
5348	entailment
5349	neutral
5350	contradiction
5351	contradiction
5352	contradiction
5353	neutral
5354	entailment
5355	neutral
5356	entailment
5357	neutral
5358	contradiction
5359	neutral
5360	entailment
5361	neutral
5362	neutral
5363	contradiction
5364	entailment
5365	neutral
5366	contradiction
5367	neutral
5368	neutral
5369	neutral
5370	entailment
5371	contradiction
5372	neutral
5373	neutral
5374	neutral
5375	neutral
5376	entailment
5377	entailment
5378	contradiction
5379	neutral
5380	entailment
5381	neutral
5382	contradiction
5383	contradiction
5384	contradiction
5385	neutral
5386	neutral
5387	entailment
5388	entailment
5389	entailment
5390	entailment
5391	contradiction
5392	contradiction
5393	neutral
5394	entailment
5395	neutral
5396	neutral
5397	entailment
5398	neutral
5399	contradiction
5400	contradiction
5401	entailment
5402	neutral
5403	neutral
5404	contradiction
5405	entailment
5406	neutral
5407	contradiction
5408	entailment
5409	neutral
5410	neutral
5411	entailment
5412	contradiction
5413	contradiction
5414	entailment
5415	neutral
5416	contradiction
5417	entailment
5418	neutral
5419	contradiction
5420	neutral
5421	entailment
5422	entailment
5423	neutral
5424	neutral
5425	neutral
5426	neutral
5427	contradiction
5428	neutral
5429	entailment
5430	neutral
5431	entailment
5432	neutral
5433	contradiction
5434	neutral
5435	entailment
5436	neutral
5437	contradiction
5438	neutral
5439	neutral
5440	entailment
5441	contradiction
5442	neutral
5443	entailment
5444	contradiction
5445	entailment
5446	entailment
5447	entailment
5448	neutral
5449	entailment
5450	entailment
5451	contradiction
5452	entailment
5453	entailment
5454	neutral
5455	entailment
5456	contradiction
5457	contradiction
5458	neutral
5459	entailment
5460	contradiction
5461	entailment
5462	entailment
5463	entailment
5464	neutral
5465	contradiction
5466	entailment
5467	contradiction
5468	contradiction
5469	neutral
5470	entailment
5471	entailment
5472	entailment
5473	entailment
5474	neutral
5475	entailment
5476	neutral
5477	entailment
5478	entailment
5479	entailment
5480	entailment
5481	contradiction
5482	neutral
5483	entailment
5484	neutral
5485	entailment
5486	neutral
5487	contradiction
5488	neutral
5489	contradiction
5490	entailment
5491	entailment
5492	contradiction
5493	contradiction
5494	neutral
5495	entailment
5496	neutral
5497	neutral
5498	neutral
5499	contradiction
5500	neutral
5501	entailment
5502	entailment
5503	entailment
5504	contradiction
5505	neutral
5506	entailment
5507	entailment
5508	neutral
5509	entailment
5510	contradiction
5511	entailment
5512	entailment
5513	entailment
5514	entailment
5515	entailment
5516	contradiction
5517	entailment
5518	neutral
5519	neutral
5520	entailment
5521	neutral
5522	contradiction
5523	contradiction
5524	neutral
5525	neutral
5526	neutral
5527	neutral
5528	neutral
5529	contradiction
5530	entailment
5531	entailment
5532	contradiction
5533	contradiction
5534	neutral
5535	entailment
5536	neutral
5537	contradiction
5538	contradiction
5539	contradiction
5540	neutral
5541	entailment
5542	entailment
5543	entailment
5544	neutral
5545	contradiction
5546	contradiction
5547	entailment
5548	entailment
5549	neutral
5550	entailment
5551	entailment
5552	contradiction
5553	neutral
5554	entailment
5555	contradiction
5556	entailment
5557	contradiction
5558	contradiction
5559	contradiction
5560	contradiction
5561	entailment
5562	contradiction
5563	neutral
5564	entailment
5565	entailment
5566	entailment
5567	contradiction
5568	contradiction
5569	neutral
5570	contradiction
5571	neutral
5572	neutral
5573	neutral
5574	neutral
5575	entailment
5576	neutral
5577	neutral
5578	contradiction
5579	neutral
5580	entailment
5581	contradiction
5582	entailment
5583	entailment
5584	neutral
5585	entailment
5586	entailment
5587	neutral
5588	neutral
5589	neutral
5590	contradiction
5591	entailment
5592	neutral
5593	neutral
5594	neutral
5595	contradiction
5596	neutral
5597	contradiction
5598	entailment
5599	neutral
5600	contradiction
5601	contradiction
5602	contradiction
5603	contradiction
5604	entailment
5605	entailment
5606	contradiction
5607	entailment
5608	entailment
5609	neutral
5610	neutral
5611	entailment
5612	contradiction
5613	contradiction
5614	entailment
5615	neutral
5616	neutral
5617	entailment
5618	contradiction
5619	neutral
5620	contradiction
5621	contradiction
5622	contradiction
5623	contradiction
5624	contradiction
5625	neutral
5626	entailment
5627	contradiction
5628	neutral
5629	neutral
5630	entailment
5631	neutral
5632	contradiction
5633	neutral
5634	entailment
5635	entailment
5636	contradiction
5637	neutral
5638	contradiction
5639	neutral
5640	contradiction
5641	entailment
5642	neutral
5643	neutral
5644	contradiction
5645	neutral
5646	entailment
5647	contradiction
5648	entailment
5649	neutral
5650	contradiction
5651	entailment
5652	entailment
5653	entailment
5654	entailment
5655	neutral
5656	neutral
5657	contradiction
5658	entailment
5659	neutral
5660	neutral
5661	contradiction
5662	neutral
5663	neutral
5664	neutral
5665	neutral
5666	entailment
5667	entailment
5668	neutral
5669	neutral
5670	neutral
5671	entailment
5672	neutral
5673	entailment
5674	entailment
5675	contradiction
5676	entailment
5677	contradiction
5678	neutral
5679	entailment
5680	neutral
5681	contradiction
5682	neutral
5683	contradiction
5684	entailment
5685	entailment
5686	neutral
5687	entailment
5688	contradiction
5689	contradiction
5690	contradiction
5691	contradiction
5692	neutral
5693	entailment
5694	neutral
5695	contradiction
5696	neutral
5697	contradiction
5698	neutral
5699	contradiction
5700	neutral
5701	neutral
5702	neutral
5703	entailment
5704	neutral
5705	entailment
5706	entailment
5707	contradiction
5708	neutral
5709	entailment
5710	neutral
5711	entailment
5712	entailment
5713	neutral
5714	entailment
5715	contradiction
5716	entailment
5717	neutral
5718	neutral
5719	contradiction
5720	entailment
5721	entailment
5722	entailment
5723	neutral
5724	neutral
5725	neutral
5726	contradiction
5727	neutral
5728	entailment
5729	neutral
5730	entailment
5731	neutral
5732	contradiction
5733	neutral
5734	neutral
5735	neutral
5736	contradiction
5737	entailment
5738	entailment
5739	neutral
5740	neutral
5741	contradiction
5742	neutral
5743	neutral
5744	contradiction
5745	contradiction
5746	neutral
5747	contradiction
5748	neutral
5749	entailment
5750	contradiction
5751	neutral
5752	neutral
5753	neutral
5754	neutral
5755	contradiction
5756	entailment
5757	contradiction
5758	contradiction
5759	neutral
5760	entailment
5761	neutral
5762	contradiction
5763	neutral
5764	neutral
5765	neutral
5766	neutral
5767	contradiction
5768	neutral
5769	contradiction
5770	neutral
5771	entailment
5772	neutral
5773	neutral
5774	neutral
5775	neutral
5776	contradiction
5777	neutral
5778	neutral
5779	contradiction
5780	entailment
5781	contradiction
5782	entailment
5783	neutral
5784	neutral
5785	neutral
5786	entailment
5787	entailment
5788	contradiction
5789	neutral
5790	neutral
5791	contradiction
5792	entailment
5793	entailment
5794	neutral
5795	entailment
5796	entailment
5797	contradiction
5798	contradiction
5799	entailment
5800	contradiction
5801	neutral
5802	contradiction
5803	entailment
5804	contradiction
5805	entailment
5806	neutral
5807	neutral
5808	neutral
5809	entailment
5810	contradiction
5811	entailment
5812	neutral
5813	contradiction
5814	neutral
5815	entailment
5816	contradiction
5817	contradiction
5818	contradiction
5819	contradiction
5820	neutral
5821	neutral
5822	neutral
5823	contradiction
5824	neutral
5825	entailment
5826	contradiction
5827	contradiction
5828	contradiction
5829	neutral
5830	contradiction
5831	neutral
5832	neutral
5833	neutral
5834	contradiction
5835	neutral
5836	neutral
5837	neutral
5838	contradiction
5839	contradiction
5840	entailment
5841	entailment
5842	neutral
5843	neutral
5844	neutral
5845	contradiction
5846	entailment
5847	entailment
5848	neutral
5849	contradiction
5850	neutral
5851	entailment
5852	entailment
5853	contradiction
5854	neutral
5855	neutral
